EmployeeID,Name,Age,City,Department,Salary,JoinDate,Email,PerformanceRating,ExperienceYears
1706,Yash Patel,50,Delhi,IT,31326,2017-06-19,,1.0,7.5
1065,Ananya Gupta,44,Ahmedabad,Operations,"₹56,160",2/28/2018,ananyaguptagmail.com,5.0,1.0
1466,Sameer Desai,28,Bangalore,sales,28579,2022-01-14,sameer.desai3@gmail.com,5.0,4.9
1307,Suresh Reddy,30,Delhi ,IT,not disclosed,5 Jan 2018,suresh.reddy2@gmail.com,1.0,9.4
1040,Jyoti Bhat,50,Bangalore,Marketing,not disclosed,2020-02-24,jyoti.bhat24@gmail.com,4.0,11.8
1899,Sohail Reddy,33,Hyderabad,HR,94473,1 Jan 2019,sohail.reddy5@gmail.com,4.0,4.4
1856,Ananya Rao,55,Mumbai,Operations,90879,2017-06-24,ananya.rao75@gmail.com,4.0,15.3
1807,Kavita Bhat,37,pune,IT ,57544,09-10-2019,kavita.bhat26@gmail.com,5.0,4.0
1649,Manish Malhotra,25,  Bangalore,Finance,"₹95,413",2018-09-20,manish.malhotra8@gmail.com,1.0,18.7
1685,Bhavna Iyer,31,Chennai,Marketing,52598,,bhavna.iyer14@gmail.com,4.0,
2027,Yash Reddy,42,Jaipur,HR,134933,2025-05-25,yash.reddy37@gmail.com,1.0,15.8
1743,Pooja Iyer,50,Mumbai,Finance,31974,27 Jan 2018,pooja.iyer17@gmail.com,1.0,4.9
1037,Payal Kumar,54,pune,Hr,80931,19-12-2021,payal.kumar12@gmail.com,4.0,9.3
1353,Nisha Verma,N/A,Ahmedabad,IT ,105467,09-06-2019,nishavermagmail.com,4.0,13.5
1898,Divya Malhotra,49,MUMBAI,Finance,119891.00 INR,2018-02-20,divya.malhotra6@gmail.com,,
1236,Arjun Nair,31,Bangalore,HR,110517,2019-04-25,arjun.nair58@gmail.com,5.0,14.8
1781,Deepak Saxena,45,Pune,IT,35397,6/19/2018,deepak.saxena54@gmail.com,1.0,15.8
1499,Mohit Pillai,57,Bangalore,Hr,80156,1 Jan 2019,mohit.pillai52@gmail.com,2.0,18.2
1055,Manish Mehta,46,pune,Operations,132635,2023-07-11,manish.mehta63@gmail.com,1.0,4.7
1302,Neha Patel,51,Mumbai,IT,59373,2015-12-26,nehapatelgmail.com,,7.0
1286,Ritu Kapoor,25,Mumbai,IT,100967,2022-05-23,ritu.kapoor3@gmail.com,5.0,
1219,Neha Sharma,31,Delhi,Sales,103928,,neha.sharma85@gmail.com,1.0,
1387,Rajesh Rao,48,MUMBAI,HR,98372,07-03-2016,rajesh.rao68@gmail.com,1.0,11.8
1620,Kirti Verma,34,Kolkata,Marketing,64623,2018-10-25,kirti.verma98@gmail.com,4.0,17.0
1390,Vikram Saxena,58,Kolkata,Finance,82395,6/17/2016,,5.0,five
1352,Payal Malhotra,51,MUMBAI,Hr,109589,09-08-2021,payal.malhotra2@gmail.com,4.0,6.3
1193,Preeti Singh,39,Mumbai,Sales,144347,28 Jan 2024,preeti.singh5@gmail.com,3.0,19.4
1235,Vivek Gupta,56,Kolkata,IT ,137160,2023-05-28,,4.0,13.4
1852,Yash Singh,N/A,Chennai,Marketing,117235,2020-02-09,,1.0,5.3
1480,Komal Gupta,22,Kolkata,Marketing,not disclosed,2024-12-03,komal.gupta74@gmail.com,5.0,8.4
1116,Rakesh Nair,57,pune,IT ,145122,02-05-2017,rakesh.nair45@gmail.com,3.0,4.3
1804,Komal Sharma,,Hyderabad,IT,20621,27 Jan 2018,komal.sharma23@gmail.com,2.0,16.8
1994,Rahul Mehta,59,MUMBAI,Hr,114265,23-12-2024,rahul.mehta83@gmail.com,5.0,14.7
1643,Swati Malhotra,twenty five,  Bangalore,IT ,99408,3/19/2025,swati.malhotra85@gmail.com,2.0,11.8
1769,Yash Nair,29,Chennai,HR,142503,2015-12-26,,2.0,
1120,Sohail Desai,33,Delhi ,HR,104972,,sohail.desai38@gmail.com,2.0,17.1
1842,Sameer Mehta,N/A,Bangalore,Marketing,79419,19-03-2019,sameer.mehta16@gmail.com,,9.5
2042,Rekha Patel,58,Kolkata,IT ,92947,14 Jan 2019,rekha.patel20@gmail.com,3.0,9.7
1650,Manish Sharma,,Hyderabad,Operations,27784,4/18/2017,manish.sharma97@gmail.com,1.0,1.5
1062,Ananya Patel,21,Bangalore,sales,118174,2025-05-19,ananya.patel48@gmail.com,2.0,12.4
1562,Tanvi Kumar,44,MUMBAI,Hr,51228,2025-05-07,tanvikumargmail.com,5.0,11.7
1453,Rekha Malhotra,40,,Operations,114225,18-09-2017,rekhamalhotragmail.com,5.0,12.7
1515,Anita Chopra,31,Kolkata,Hr,76810,8/1/2017,anita.chopra11@gmail.com,3.0,3.1
1223,Rekha Iyer,39,Bangalore,IT,134575,5/12/2015,rekha.iyer95@gmail.com,1.0,
1221,Karan Desai,28,Bangalore,IT,99823,2018-05-27,karan.desai91@gmail.com,2.0,
1669,Suresh Agarwal,29,Ahmedabad,IT ,107281,10/9/2017,suresh.agarwal16@gmail.com,7.0,19.7
1465,Vivek Singh,,Pune,IT,74109,13 Jan 2020,vivek.singh7@gmail.com,5.0,9.9
1052,Naveen Desai,29,  Bangalore,IT ,123247,,naveen.desai76@gmail.com,4.0,8.9
1972,Ananya Agarwal,25,Delhi ,HR,113670,5/19/2022,ananya.agarwal77@gmail.com,5.0,8.4
1485,Divya Joshi,58,Delhi ,Sales,57237,4/9/2017,divya.joshi71@gmail.com,2.0,
2041,Mohit Patel,32,Pune,Hr,,2019-11-27,mohit.patel51@gmail.com,5.0,12.8
1767,Harsh Rao,22 yrs,Bangalore,Finance,not disclosed,6/20/2023,harshraogmail.com,5.0,4.4
1155,Arjun Rao,45,Pune,Marketing,112243,10/4/2016,arjun.rao47@gmail.com,4.0,13.4
1765,Mohit Singh,28,Delhi ,sales,72907,27-06-2025,mohit.singh4@gmail.com,4.0,
1985,Arjun Chopra,46,Delhi,IT,46858,04-11-2017,arjun.chopra49@gmail.com,4.0,10.3
1248,Komal Nair,32,pune,Sales,142207,2023-08-21,komal.nair9@gmail.com,2.0,9.7
1441,Abhishek Bhat,40,Delhi ,sales,35264,3/24/2017,abhishek.bhat61@gmail.com,,4.9
1979,Sameer Gupta,33,Delhi ,Hr,97019.00 INR,2019-09-09,,,9.6
1542,Ananya Bhat,21,Jaipur,Hr,58456,15-09-2025,ananya.bhat41@gmail.com,3.0,10.2
1117,Harsh Nair,38,Mumbai,Marketing,107796,21-04-2023,harsh.nair43@gmail.com,1.0,2.7
1598,Ananya Sharma,40,Ahmedabad,IT,105054,2022-07-14,ananya.sharma55@gmail.com,3.0,3.5
1769,Yash Nair,29,Chennai,HR,142503,2015-12-26,,2.0,
1291,Vishal Pillai,30,Chennai,Marketing,31980,11 Jan 2025,vishal.pillai81@gmail.com,,3.1
1954,Swati Singh,45,MUMBAI,Sales,26951,2021-04-08,swati.singh72@gmail.com,3.0,0.3
1381,Nisha Bhat,40,Nagpur,Finance,54079,12 Jan 2018,nisha.bhat7@gmail.com,3.0,3.3
1684,Harsh Sharma,22,Delhi ,Operations,120511,,harsh.sharma69@gmail.com,2.0,7.9
1200,Gaurav Rao,38,Nagpur,IT,"₹65,061",2023-07-25,gaurav.rao50@gmail.com,4.0,13.7
1821,Amit Singh,58,MUMBAI,Operations,96662,15 Jan 2024,amit.singh86@gmail.com,3.0,17.7
2038,Shreya Reddy,33,Nagpur,sales,129881,7/14/2021,shreyareddygmail.com,5.0,2.8
1094,Harsh Mehta,32,  Bangalore,sales,82722,26-03-2025,harsh.mehta59@gmail.com,,15.8
1505,Neha Verma,55,Jaipur,Sales,126366,11/22/2023,neha.verma50@gmail.com,4.0,five
1878,Shreya Singh,52,Chennai,sales,142222,18-08-2024,shreya.singh10@gmail.com,4.0,19.7
1148,Shreya Rao,59,Mumbai,Marketing,43283,6/10/2021,shreya.rao74@gmail.com,3.0,16.3
1340,Kirti Gupta,50,Chennai,sales,145289,20-02-2021,kirti.gupta99@gmail.com,3.0,13.2
1154,Shreya Gupta,31,MUMBAI,HR,63383,15-07-2023,shreya.gupta24@gmail.com,4.0,14.7
1992,Sunita Singh,N/A,Hyderabad,Operations,,8/4/2023,sunita.singh20@gmail.com,5.0,18.7
1725,Naveen Sharma,56,Delhi,HR,25236,13-05-2020,naveen.sharma44@gmail.com,5.0,18.4
1836,Aman Joshi,42,pune,IT ,98527,10-09-2017,aman.joshi89@gmail.com,3.0,9.5
1902,Preeti Joshi,37,Delhi,Hr,122691,15 Jan 2018,preeti.joshi90@gmail.com,3.0,8.0
1322,Kirti Iyer,51,Kolkata,IT,20861,2018-09-09,kirti.iyer27@gmail.com,,13.1
1691,Divya Verma,57,Nagpur,Sales,47423,2023-08-18,divya.verma31@gmail.com,4.0,17.2
1671,Rohan Patel,55 yrs,Hyderabad,Operations,not disclosed,23-04-2023,rohan.patel44@gmail.com,5.0,14.4
1082,Rekha Reddy,51,Ahmedabad,Sales,126295,2020-12-03,rekha.reddy32@gmail.com,4.0,12.2
1668,Pooja Mehta,44,Jaipur,IT,78328,2021-06-03,pooja.mehta47@gmail.com,5.0,15.7
1464,Simran Singh,54,Chennai,IT,not disclosed,10-03-2023,simran.singh12@gmail.com,4.0,1.2
1817,Gaurav Sharma,45,Nagpur,Finance,109211,2024-03-21,gaurav.sharma26@gmail.com,3.0,17.4
1331,Pooja Chopra,40,Jaipur,HR,not disclosed,2015-04-03,,5.0,6.8
1333,Rahul Saxena,42,Kolkata,IT,106374,1/19/2019,rahul.saxena27@gmail.com,2.0,10.6
1010,Ananya Rao,49,Delhi,IT,97110,19-04-2023,ananyaraogmail.com,2.0,five
1470,Ritu Iyer,41,Chennai,Operations,,2017-11-01,,,11.1
1032,Kirti Iyer,52,Pune,IT ,130166,2022-03-20,kirti.iyer76@gmail.com,1.0,8.6
1658,Deepak Rao,,Jaipur,IT ,106560,1/18/2019,deepak.rao78@gmail.com,3.0,18.1
2011,Komal Malhotra,52,Mumbai,Marketing,137816,24 Jan 2025,komal.malhotra20@gmail.com,2.0,10.3
1580,Simran Chopra,twenty five,Delhi,IT,97847,2017-01-05,simranchopragmail.com,,16.3
1382,Rohan Bhat,32,  Bangalore,HR,35324,19-06-2015,rohan.bhat24@gmail.com,1.0,19.6
1771,Gaurav Gupta,53,Chennai,HR,125773,9/15/2022,gaurav.gupta44@gmail.com,3.0,five
1840,Tanvi Kumar,41,Kolkata,Hr,126263,2025-04-20,tanvi.kumar8@gmail.com,2.0,10.1
2034,Payal Kapoor,,Pune,IT,87394,,payal.kapoor53@gmail.com,1.0,5.5
2040,Meera Nair,,MUMBAI,Marketing,143401,2/27/2023,meera.nair91@gmail.com,3.0,6.3
1378,Sneha Patel,49,Kolkata,IT,89717,2025-09-10,sneha.patel87@gmail.com,1.0,17.7
1089,Divya Kapoor,N/A,Jaipur,Operations,74381,2015-07-17,divya.kapoor11@gmail.com,1.0,2.0
1601,Meera Chopra,50,Hyderabad,IT ,,10-09-2018,meera.chopra40@gmail.com,4.0,0.1
1213,Jyoti Nair,56,Delhi ,Operations,49131,24 Jan 2020,jyoti.nair43@gmail.com,5.0,17.0
1967,Gaurav Nair,47,Delhi,Sales,132365,2019-03-17,gaurav.nair6@gmail.com,1.0,6.7
1133,Arjun Agarwal,56,Jaipur,Operations,139143,7 Jan 2015,arjun.agarwal97@gmail.com,2.0,14.1
1346,Kirti Iyer,38,Hyderabad,Operations,,2024-08-23,kirti.iyer89@gmail.com,7.0,10.5
1722,Harsh Malhotra,26,Ahmedabad,HR,76505,6/15/2019,harsh.malhotra94@gmail.com,5.0,1.5
1007,Shreya Gupta,31,,Finance,119871,4 Jan 2017,shreya.gupta82@gmail.com,2.0,15.3
1709,Neha Kapoor,39,Jaipur,Hr,117403,2/17/2019,neha.kapoor60@gmail.com,1.0,12.6
1320,Meera Rao,26,Ahmedabad,Hr,40958,,meera.rao43@gmail.com,2.0,2.9
1896,Rahul Pillai,twenty five,Chennai,Hr,33277,2017-12-23,,5.0,9.0
1187,Tanvi Pillai,twenty five,Bangalore,IT ,135953,21 Jan 2023,tanvi.pillai3@gmail.com,3.0,15.6
1552,Ananya Kumar,24,Hyderabad,HR,34841,11/8/2020,ananya.kumar16@gmail.com,4.0,4.3
1304,Sunita Malhotra,59,Nagpur,Marketing,123070,05-03-2021,sunita.malhotra96@gmail.com,,1.7
1031,Anjali Agarwal,22,  Bangalore,IT ,143567,2020-05-25,anjali.agarwal54@gmail.com,5.0,18.0
1702,Rekha Pillai,37,Bangalore,Sales,141579,2022-10-21,rekha.pillai96@gmail.com,5.0,0.8
1240,Bhavna Mehta,32,Ahmedabad,Hr,91182,03-07-2023,bhavna.mehta85@gmail.com,3.0,19.0
1834,Kavita Kumar,32,Jaipur,IT ,55506,2020-04-01,kavita.kumar71@gmail.com,2.0,14.5
1174,Rekha Patel,48,MUMBAI,Marketing,,2021-02-15,,2.0,14.2
1245,Rekha Saxena,twenty five,MUMBAI,IT,85907,5/26/2016,rekha.saxena37@gmail.com,4.0,16.4
1056,Sunita Joshi,26,Hyderabad,IT,110964,02-01-2019,,4.0,10.6
1583,Sohail Reddy,24,Jaipur,Hr,30119,8/11/2022,sohail.reddy49@gmail.com,3.0,3.9
1861,Karan Pillai,26 yrs,MUMBAI,Marketing,59696,21-09-2018,karan.pillai4@gmail.com,,4.1
1145,Swati Rao,38,Delhi,HR,93005,14-09-2023,swatiraogmail.com,5.0,6.5
1219,Bhavna Mehta,29,Pune,sales,38191,,bhavnamehtagmail.com,2.0,14.5
1392,Rohan Bhat,41,  Bangalore,Finance,111483,2020-02-18,rohan.bhat2@gmail.com,3.0,9.7
1310,Bhavna Gupta,52,  Bangalore,IT,85621,,bhavna.gupta68@gmail.com,4.0,3.1
1359,Yash Sharma,52,Kolkata,IT,20433,12/27/2021,yash.sharma69@gmail.com,3.0,6.1
1093,Amit Verma,44,Bangalore,Operations,65193,2018-12-22,amit.verma95@gmail.com,2.0,
1796,Nisha Nair,,Nagpur,Hr,,1 Jan 2016,nisha.nair1@gmail.com,3.0,
1860,Suresh Agarwal,47,MUMBAI,IT,104397,3/27/2022,suresh.agarwal92@gmail.com,,10.1
1376,Sunita Patel,42,MUMBAI,Hr,108428,2020-01-04,sunita.patel6@gmail.com,2.0,14.1
1243,Harsh Bhat,,Delhi,Marketing,75601,4/18/2016,harsh.bhat95@gmail.com,1.0,3.1
1948,Sneha Desai,55,Delhi,Hr,"₹88,822",09-02-2023,sneha.desai23@gmail.com,,16.8
1087,Pooja Rao,49,Jaipur,Finance,122808,4/12/2022,pooja.rao57@gmail.com,3.0,10.1
1214,Amit Verma,58,Nagpur,IT,45499,2/28/2023,amit.verma53@gmail.com,,2.7
1444,Vishal Kapoor,,Bangalore,sales,50422,19 Jan 2023,vishal.kapoor78@gmail.com,4.0,5.9
1173,Anjali Kapoor,46,Delhi,Hr,56368,2016-05-03,anjali.kapoor20@gmail.com,4.0,15.3
1425,Rakesh Reddy,47,Delhi ,Finance,50865,2024-08-08,rakesh.reddy59@gmail.com,7.0,17.4
1887,Ananya Nair,31,Jaipur,Hr,126186,2018-01-13,ananya.nair12@gmail.com,2.0,13.9
1118,Tanvi Singh,51,Kolkata,Finance,104659,2015-02-21,tanvi.singh93@gmail.com,1.0,3.5
1119,Kavita Verma,46,Delhi ,Finance,21214,20-10-2019,kavita.verma37@gmail.com,5.0,17.8
1731,Isha Joshi,,  Bangalore,sales,109568,7/19/2016,isha.joshi53@gmail.com,1.0,2.8
1000,Abhishek Gupta,,Bangalore,HR,108696,2023-02-19,,5.0,11.2
1394,Meera Kumar,51,Chennai,Operations,77925.00 INR,25 Jan 2024,meera.kumar39@gmail.com,,4.4
1401,Vishal Agarwal,31,Delhi,Marketing,97982,2/8/2021,vishal.agarwal36@gmail.com,5.0,15.1
1404,Kirti Desai,42,Delhi ,Hr,,2015-07-04,kirti.desai49@gmail.com,1.0,
2002,Karan Bhat,44,,sales,145338,,karan.bhat63@gmail.com,3.0,4.5
1716,Preeti Sharma,59,Mumbai,Operations,85726,10/20/2015,preeti.sharma83@gmail.com,4.0,4.2
1162,Harsh Nair,31,Chennai,Finance,55041,27-11-2023,harsh.nair53@gmail.com,3.0,2.5
1114,Rajesh Kumar,34,Hyderabad,sales,116447,2015-12-05,rajesh.kumar85@gmail.com,4.0,3.5
1150,Rajesh Pillai,41 yrs,Jaipur,HR,123425,15 Jan 2021,rajesh.pillai52@gmail.com,4.0,15.8
1673,Ananya Rao,49,Mumbai,Finance,32700,16-05-2018,ananya.rao68@gmail.com,4.0,7.7
1662,Tanvi Reddy,58,Delhi,Hr,28394,3/9/2022,tanvi.reddy64@gmail.com,2.0,12.4
1833,Vivek Malhotra,50,Kolkata,IT ,23208,13 Jan 2017,vivek.malhotra52@gmail.com,4.0,13.2
1368,Sunita Pillai,31,pune,Sales,57363,09-07-2018,sunita.pillai98@gmail.com,1.0,18.5
1543,Vishal Gupta,23,,HR,129134,2018-03-20,vishal.gupta36@gmail.com,5.0,11.0
1477,Abhishek Gupta,,Hyderabad,Operations,52394,8 Jan 2016,abhishek.gupta43@gmail.com,2.0,15.5
2029,Deepak Patel,21,Delhi ,Operations,not disclosed,,deepakpatelgmail.com,1.0,3.8
1532,Ananya Kumar,59,Nagpur,IT ,,6/5/2022,ananya.kumar29@gmail.com,4.0,5.7
1625,Vishal Nair,31,Delhi ,Finance,57745,2015-02-06,vishal.nair62@gmail.com,2.0,13.6
1512,Ritu Mehta,23,Ahmedabad,IT ,57808,4/28/2015,ritu.mehta27@gmail.com,2.0,13.9
1699,Swati Desai,36,Ahmedabad,IT ,66529,2019-09-11,swati.desai28@gmail.com,3.0,16.8
1072,Sameer Kapoor,24,Bangalore,Operations,not disclosed,2018-03-22,sameer.kapoor45@gmail.com,3.0,5.6
1258,Yash Kumar,twenty five,Bangalore,Hr,98558,1 Jan 2024,yash.kumar37@gmail.com,2.0,19.9
1624,Rekha Iyer,35,Delhi,Sales,51295,04-09-2016,rekha.iyer90@gmail.com,4.0,4.4
2015,Komal Patel,50,Hyderabad,Hr,33402,18 Jan 2021,komal.patel16@gmail.com,2.0,five
1135,Rajesh Verma,35,MUMBAI,Finance,96550,14-12-2024,rajesh.verma30@gmail.com,2.0,13.1
1616,Tanvi Mehta,24,Hyderabad,sales,104029,20-06-2016,tanvi.mehta2@gmail.com,3.0,14.5
1516,Rakesh Singh,50,Bangalore,IT ,83025,6/5/2016,rakesh.singh25@gmail.com,,14.6
1731,Isha Joshi,,  Bangalore,sales,109568,7/19/2016,isha.joshi53@gmail.com,1.0,2.8
1592,Payal Gupta,N/A,MUMBAI,IT ,46145,03-06-2021,payal.gupta63@gmail.com,4.0,9.1
1933,Mohit Iyer,38,Hyderabad,Sales,40788,2015-01-24,mohit.iyer53@gmail.com,3.0,5.6
1501,Mohit Singh,27,Hyderabad,Sales,134103,2017-05-21,mohit.singh9@gmail.com,2.0,8.2
1538,Vishal Saxena,45,Delhi ,IT,133363,2025-07-09,vishal.saxena2@gmail.com,1.0,12.8
1754,Vishal Mehta,44,Delhi ,Marketing,81384,12-08-2018,vishal.mehta91@gmail.com,5.0,0.5
1092,Divya Singh,29,MUMBAI,Finance,114707,2020-08-26,,1.0,0.6
1343,Aman Bhat,43,Delhi,Sales,112041,21-07-2024,aman.bhat49@gmail.com,2.0,9.5
1778,Jyoti Saxena,25,Delhi ,Operations,144451,27 Jan 2015,jyoti.saxena60@gmail.com,2.0,13.8
1986,Mohit Mehta,53 yrs,Ahmedabad,Operations,44954,3 Jan 2018,mohit.mehta40@gmail.com,1.0,3.4
1293,Harsh Pillai,32,Ahmedabad,sales,128966,06-09-2024,harsh.pillai38@gmail.com,5.0,0.0
1364,Arjun Kapoor,46,Chennai,Hr,129632.00 INR,19-01-2018,,4.0,7.4
1997,Komal Agarwal,53,Kolkata,HR,36972,19-09-2020,komal.agarwal5@gmail.com,5.0,10.5
1659,Sameer Agarwal,22,Chennai,IT ,122578,2015-02-18,sameer.agarwal87@gmail.com,5.0,11.5
1014,Manish Rao,56,pune,HR,48534,2015-10-24,manish.rao8@gmail.com,,18.4
1686,Ajay Joshi,,pune,Marketing,,2016-07-21,ajay.joshi35@gmail.com,1.0,five
1086,Jyoti Desai,,Chennai,HR,40218,3/27/2017,jyoti.desai22@gmail.com,1.0,13.5
1370,Jyoti Kapoor,45,Jaipur,sales,,2017-04-20,jyoti.kapoor18@gmail.com,2.0,19.5
1165,Kirti Nair,39,Chennai,HR,83614,,kirtinairgmail.com,4.0,
1942,Jyoti Singh,39,Jaipur,IT,125563,12/18/2017,jyoti.singh18@gmail.com,1.0,12.1
1335,Swati Saxena,55,Kolkata,Sales,108538,13-02-2015,swati.saxena23@gmail.com,5.0,13.8
1059,Vishal Joshi,,  Bangalore,Finance,,2 Jan 2025,vishal.joshi37@gmail.com,2.0,7.0
1676,Priya Chopra,57,Hyderabad,Hr,not disclosed,2/23/2019,priya.chopra57@gmail.com,4.0,17.3
1354,Pooja Agarwal,54,Chennai,HR,21386,27-01-2025,pooja.agarwal68@gmail.com,4.0,14.5
1424,Nisha Kapoor,50,  Bangalore,IT,46626,5/10/2018,nisha.kapoor56@gmail.com,5.0,16.5
1292,Harsh Gupta,-27,Chennai,Operations,77503,2018-01-23,harsh.gupta33@gmail.com,4.0,11.2
1041,Sameer Desai,27,  Bangalore,Marketing,59618,18-12-2015,,,18.9
1329,Shreya Rao,47,MUMBAI,Hr,115022,2025-06-18,shreya.rao88@gmail.com,3.0,five
1614,Kirti Pillai,,Bangalore,IT,98830,13-10-2020,,,11.5
1429,Rohan Mehta,52,Delhi ,Hr,106169,02-08-2025,,4.0,14.1
1079,Abhishek Gupta,33,Delhi ,HR,39194,2019-04-06,abhishek.gupta84@gmail.com,,12.6
1693,Nisha Pillai,57 yrs,Hyderabad,Finance,not disclosed,17-05-2025,nisha.pillai73@gmail.com,2.0,13.7
1028,Vishal Desai,56,Jaipur,IT,125043,17 Jan 2022,vishal.desai97@gmail.com,5.0,17.8
1707,Anita Iyer,33,MUMBAI,HR,69716,09-03-2019,anita.iyer29@gmail.com,3.0,3.5
1254,Jyoti Pillai,23,Jaipur,Marketing,"₹68,422",22-01-2018,jyoti.pillai47@gmail.com,4.0,0.8
1859,Nisha Gupta,37,Ahmedabad,HR,109654,04-08-2020,nisha.gupta48@gmail.com,4.0,16.4
1458,Rohan Kumar,52,MUMBAI,Hr,35474,,rohan.kumar72@gmail.com,1.0,8.2
1383,Divya Chopra,31,Ahmedabad,Sales,85459,11-08-2017,divya.chopra70@gmail.com,3.0,5.9
1313,Arjun Kumar,54,Mumbai,HR,94035,2017-06-03,arjun.kumar16@gmail.com,2.0,15.3
1084,Preeti Kumar,40,pune,IT ,not disclosed,2016-05-18,preeti.kumar17@gmail.com,5.0,13.4
1574,Simran Malhotra,40 yrs,Jaipur,IT ,113696,6 Jan 2016,simran.malhotra37@gmail.com,5.0,7.2
1136,Sunita Mehta,52,MUMBAI,sales,116045,3/5/2020,sunita.mehta70@gmail.com,1.0,16.8
1111,Rahul Verma,,MUMBAI,sales,39521,05-09-2024,rahul.verma21@gmail.com,5.0,6.0
1194,Suresh Agarwal,N/A,Kolkata,IT,148762,21 Jan 2020,sureshagarwalgmail.com,3.0,5.3
1178,Sunita Verma,54,Pune,IT,133512,11-05-2019,sunita.verma48@gmail.com,5.0,14.8
2018,Swati Nair,52,MUMBAI,sales,125937,8 Jan 2021,swati.nair34@gmail.com,5.0,15.5
1723,Ananya Verma,28 yrs,Hyderabad,IT,103458,,ananya.verma33@gmail.com,1.0,8.7
1496,Yash Verma,30,Chennai,IT ,46765,2021-02-18,yash.verma43@gmail.com,4.0,6.1
1129,Naveen Verma,24,Jaipur,IT ,90747,2018-01-05,naveen.verma94@gmail.com,5.0,13.5
1715,Sameer Gupta,41,Delhi ,IT ,137705,24 Jan 2019,sameer.gupta69@gmail.com,,14.8
1337,Anjali Rao,35,Mumbai,Finance,71390,22-12-2017,anjali.rao42@gmail.com,1.0,five
1608,Komal Saxena,31,Ahmedabad,IT,23873,2023-01-17,komal.saxena47@gmail.com,2.0,
1124,Ananya Patel,28,Pune,Hr,90341,11 Jan 2017,ananya.patel88@gmail.com,5.0,18.0
1195,Pooja Patel,27,,IT ,75004,16 Jan 2017,pooja.patel49@gmail.com,4.0,11.6
1226,Rajesh Rao,,Bangalore,Sales,108857,12/19/2023,rajesh.rao86@gmail.com,5.0,14.0
1689,Kirti Malhotra,55,MUMBAI,Marketing,23262,2021-04-15,kirti.malhotra83@gmail.com,2.0,19.5
1268,Jyoti Patel,56,Bangalore,Hr,65625,2020-05-08,jyoti.patel52@gmail.com,3.0,10.1
1152,Suresh Desai,56,Nagpur,Marketing,71266,11/19/2022,suresh.desai4@gmail.com,3.0,19.2
1584,Karan Gupta,twenty five,Nagpur,Operations,,04-09-2017,karan.gupta97@gmail.com,2.0,12.8
1103,Sunita Desai,56,pune,HR,139368,17-02-2015,sunita.desai42@gmail.com,2.0,18.8
1593,Harsh Kumar,30,pune,Sales,121476,2021-01-26,harsh.kumar61@gmail.com,2.0,19.1
1980,Suresh Sharma,,  Bangalore,IT ,71024,1/4/2016,suresh.sharma65@gmail.com,1.0,16.3
1939,Tanvi Sharma,27,Nagpur,Marketing,25751,2018-08-14,tanvi.sharma14@gmail.com,5.0,2.7
1756,Yash Mehta,25,Nagpur,Hr,89699,28 Jan 2017,yash.mehta60@gmail.com,2.0,15.3
1227,Karan Kapoor,36,Kolkata,IT ,128322.00 INR,,karan.kapoor65@gmail.com,4.0,1.5
2014,Isha Desai,50,Mumbai,Operations,62054,2019-12-12,isha.desai18@gmail.com,5.0,6.5
1301,Vivek Sharma,38,Ahmedabad,HR,"₹80,341",05-03-2020,vivek.sharma32@gmail.com,3.0,8.0
1275,Ritu Pillai,42,Chennai,IT ,111843,2020-06-28,ritu.pillai74@gmail.com,5.0,16.3
1126,Nikhil Patel,24,Delhi,sales,,2017-03-25,nikhil.patel54@gmail.com,4.0,18.3
1405,Tanvi Joshi,31,Kolkata,Finance,83891,2016-10-22,tanvi.joshi70@gmail.com,4.0,3.1
1938,Arjun Malhotra,59,Nagpur,IT,101870,,arjun.malhotra61@gmail.com,5.0,4.6
1683,Sneha Nair,35,Chennai,Sales,73714,2018-10-06,sneha.nair15@gmail.com,5.0,2.6
1749,Anjali Nair,37,Kolkata,Finance,60138,12/12/2020,anjali.nair40@gmail.com,4.0,0.1
2022,Ananya Desai,36,pune,Sales,140920,01-04-2015,ananya.desai50@gmail.com,5.0,11.5
1036,Karan Joshi,59,Delhi ,Sales,76148,2025-06-03,karan.joshi54@gmail.com,1.0,7.2
1139,Komal Desai,43,Bangalore,IT,73218,8 Jan 2022,komal.desai88@gmail.com,1.0,17.2
1303,Simran Kapoor,28,  Bangalore,Sales,102862,2021-01-10,simran.kapoor73@gmail.com,5.0,3.1
1267,Naveen Desai,35,Nagpur,Sales,105854,3 Jan 2015,naveen.desai46@gmail.com,4.0,10.4
1533,Jyoti Verma,40,Ahmedabad,IT,131105,8/21/2024,jyoti.verma91@gmail.com,1.0,6.7
1545,Rekha Desai,47,  Bangalore,IT ,146355,03-04-2024,rekha.desai88@gmail.com,1.0,1.8
1212,Deepak Verma,57,  Bangalore,Marketing,103665,2022-11-12,deepak.verma85@gmail.com,2.0,9.4
1468,Payal Saxena,31,Pune,sales,52884,7/12/2025,payal.saxena66@gmail.com,2.0,11.3
1198,Pooja Gupta,,Nagpur,sales,67294,03-07-2015,pooja.gupta77@gmail.com,1.0,
1672,Vikram Chopra,47,pune,IT ,82535,12/6/2017,vikram.chopra66@gmail.com,7.0,11.9
1527,Kirti Malhotra,26,Chennai,sales,132341,13-12-2016,kirti.malhotra19@gmail.com,5.0,14.3
